headline,lead_paragraph,pub_date,web_url,word_count
OFFICIALS SUPPORT MERGER OF SCHOOLS; Education Boards Would Join Systems of the Tarrytowns With That of Irvington,"IRVINGTON-ON-HUDSON, N.Y., Jan. 6--Two boards of education, embracing this village, Tarrytown and North Tarrytown, were on record today as favoring a merger at a referendum to be held on Jan. 28.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9807EEDF1538E13BBC4F53DFB766838B649EDE,219
Text of President Truman's Message to Congress on How Economy Stands; LOOKING OVER THE ECONOMIC REPORT,"WASHINGTON, Jan. 6 (AP)-- Following is the text of President Truman's Economic Report to Congress today:",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9F01E0DF1538E13BBC4F53DFB766838B649EDE,7585
"LOCALITIES FINANCE HOUSING PROJECTS; $50,000,000 Notes to Be Issued by Connecticut--Bonds Sold by Buffalo and Cambridge","The State of Connecticut announced yesterday that it plans to borrow $50,000,000 on housing notes on Jan. 17. The notes, will be dated Jan. 24, 1950 and will come due Jan. 24, 1951.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9F07E5DE1538E13BBC4F53DFB766838B649EDE,340
U.S. SEEKS TO WOO KURDS FROM SOVIET; Tribesmen Get Propaganda as Counter to Broadcasts From Russian Stations,"BAGHDAD, Iraq, Jan. 6-- United States propaganda put out here by the State Department is being read regularly to the tribesmen of the wild mountain lands of Western Iran by their local tribal leaders in a campaign to counter the Soviet Kurdish language propaganda from Russian radio stations in Soviet Azerbaijan and in Ervian, capital of Soviet Armenia.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9C0CE0DF1538E13BBC4F53DFB766838B649EDE,328
LONG BEACH CASE HELD UP; Sanitation Board Praises Moves to Eliminate Sea Pollution,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9407EEDF1538E13BBC4F53DFB766838B649EDE,125
SAYPOL APPOINTED U.S. ATTORNEY HERE; U.S. ATTORNEY HERE,"WASHINGTON, Jan. 6(AP)-- President Truman nominated Irving H. Saypol of New York today to be United States Attorney for the Southern District of New York. Mr. Saypol has been acting in that capacity since John F.X. McGohey's elevation to the Federal bench last October.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=990DEEDF1538E13BBC4F53DFB766838B649EDE,421
EX-RED BELABORED IN BRIDGES DEFENSE; Counsel Cross-Questions Editor in Attempt to Discredit Government's Case Denies Changing Testimony Memory Failures Continue,"SAN FRANCISCO, Jan. 6--The defense at the Harry Bridges perjury-conspiracy trial, in what the prosecution labeled ""a blind fishing expedition,"" moved unsuccessfully today to obtain a transcript of the testimony of Lawrence S. Ross before the grand jury that indicted the West Coast longshore leader.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9804EFDF1538E13BBC4F53DFB766838B649EDE,712
BOARD OPENS INQUIRY ON WARNING TO VINGO,"The State Athletic Commission yesterday launched an investigation into reports that Carmine Vingo, young Bronx heavyweight who was critically injured last Friday night when knocked out in the sixth round by Rocky Marciano at Madison Square Garden, had been warned against adopting boxing as a profession.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9505E6DE1538E13BBC4F53DFB766838B649EDE,236
Walter White Named Trustee,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9504EFDF1538E13BBC4F53DFB766838B649EDE,86
CLUB FREES MRS. TRUMAN; Withdraws Tea Bid Following Racial Controversy,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9900EFDF1538E13BBC4F53DFB766838B649EDE,147
ISAIAH BOWMAN,"Isaiah Bowman was first and foremost a geographer, but his concept of geography was so broad in scope that it carried him into many other fields, ranging from ethnology and sociology to history and political science.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E02EFDF1538E13BBC4F53DFB766838B649EDE,289
MURDER JURORS PICKED; 4 Men Sworn In for Trial Here of Youth Accused in Killing,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9404E7DE1538E13BBC4F53DFB766838B649EDE,152
Smith of Ohio to Quit House,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9D00E6DE1538E13BBC4F53DFB766838B649EDE,74
CONGRESS DIVIDED ON BRITISH ACTION; Disapproval and Acceptance Voiced on Recognition of Chinese Communists REPRISAL THREATS AIRED State Department Says Basic Stand Still Parallels U.S.-- White House Is Silent Link to Truman Stand Seen U.S. in No Hurry,"WASHINGTON, Jan. 6--Congress responded today partly in angry displeasure, partly in resignation and partly in reluctant approval to Britain's recognition of the Chinese Communist regime.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9C03E0DF1538E13BBC4F53DFB766838B649EDE,693
Spain Reports Uranium Find,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9C0DE0DF1538E13BBC4F53DFB766838B649EDE,72
"Patricia Henline of Cornell Betrothed To Albert J.W. Novak, Harvard Alumnus; Andrae--Williams",,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E01E7DE1538E13BBC4F53DFB766838B649EDE,224
BUILDING PLANS FILED,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9B03E5DE1538E13BBC4F53DFB766838B649EDE,300
CHINA TRADE SPUR SEEN IN HONG KONG; British Recognition of Peiping Is Expected to Regularize Relations With Mainland Chennault Stops Flights,"HONG KONG Jan. 6--British recognition of the Chinese Communist Government will have a far-reaching influence on this center of British interests for the China area and is expected to produce many complications. The official Chinese representatives will have to be replaced, Nationalist Government properties and assets will have to be dealt with and trade relations established on a new basis.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9D02E0DF1538E13BBC4F53DFB766838B649EDE,494
AIR TERMINAL STUDY SET; Committee Starts Tour Monday to Frame Safety Program,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9402EEDF1538E13BBC4F53DFB766838B649EDE,158
Books of the Times; Those Who Shaped Victory Fantasies Becoming Realities,"""OVERTURE TO OVERLORD,"" by Lieut. Gen. Sir Frederick Morgan, is the re markable story of a great drama in search of a hero. It is decidedly one of the fundamentally important books about the Grand Alliance, and probably the best written of them all--this side of Winston. Here you see how the enormous and appalling adventure of D-Day ...",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9F06E6DE1538E13BBC4F53DFB766838B649EDE,1167
OIL MAN IS HONORED; Dr. E.V. Murphree Awarded Chemical Society Medal Magazine Editor to Speak No 'Official' Israeli Gifts,"Dr. Eger V. Murphree, president of the Standard Oil Development Company, received the Perkin Medal of the Society of Chemical Industry at a dinner meeting at the Waldorf-Astoria Hotel last night.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E06EEDF1538E13BBC4F53DFB766838B649EDE,209
Firemen Use Hand Lines On Blaze to Save Water,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9904E7DE1538E13BBC4F53DFB766838B649EDE,141
NEGRO HOUSING HALTED; Homes at Nashville Blast Scene Now Slated for Whites,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9B07EEDF1538E13BBC4F53DFB766838B649EDE,133
HOTEL DRILLS FOR WATER; Ambassador Seeks Supply for Air-Conditioning System,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E07E7DE1538E13BBC4F53DFB766838B649EDE,138
ADMIRAL BORIS ROMANOV,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9502EFDF1538E13BBC4F53DFB766838B649EDE,33
Costner Triumphs Over Gene Burton in 10-Round Feature Battle at Garden; CAMDEN FIGHTER DRIVING A LEFT TO RIVAL'S JAW,"The spectacular Gene Burton of Harlem undertook to concede advantages of height and reach to George (Sugar) Costner from Camden, N.J., last night in the tenround feature at Madison Square Garden, and paid the penalty.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=950CE7DE1538E13BBC4F53DFB766838B649EDE,801
"SELECTIVE TRADING DOMINATES STOCKS; Cross Currents on Big Board Bring Slight Decline, Followed by Moderate Rebound 2,010,000 SHARE VOLUME Radio Corp. Leads--Bond Prices Up in Largest Business in Six Months on Exchange Truman Attitude Conciliatory Cuban-American Sugar Strong","A selective attitude was adopted yesterday toward the stock market, with cross-currents in operation which produced first a slight easing and then a moderate rebound. Best prices were posted in the afternoon and appeared in the ...",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=980CE6DE1538E13BBC4F53DFB766838B649EDE,542
"News of Food; A 'BREAD BOX' THAT IS SIMPLE TO CONSTRUCT, TEMPTING TO LOOK AT, DELICIOUS TO EAT","For an idea for January menus we go back fifty years to the turn of the century and revive the ""bread box."" The crusty-hollowedout loaf, toasted and filled with some hot, savory creamed mixture, has the qualifications demanded by the month.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9501EFDF1538E13BBC4F53DFB766838B649EDE,970
Topics of The Times,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9F02EFDF1538E13BBC4F53DFB766838B649EDE,749
RENT CONTROLS REMOVED; Curbs Lifted in Parts of Six New York Counties,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9503E5DE1538E13BBC4F53DFB766838B649EDE,137
U.S. VESSEL SAILS FOR RED SHANGHAI; Flying Arrow's Cargo Placed So It Might Stop Shells of China Nationalist Warships Isbrandtsen Petitions Congress,"ABOARD U.S. FREIGHTER FLYING ARROW, Saturday, Jan. 7--This 14,000-ton cargo ship sailed this morning shortly after midnight for Communist-held Shanghai, whose waters the Chinese Nationalists say they have mined.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E03E0DF1538E13BBC4F53DFB766838B649EDE,434
C.A.B. LAWYERS HIT ATLANTIC AIR MERGER,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9D0DEEDF1538E13BBC4F53DFB766838B649EDE,218
ERITREA BODY TO MEET; U.N. Commission Holds Session Tuesday--Schmidt Is Secretary,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9402E0DF1538E13BBC4F53DFB766838B649EDE,153
"LIBRARY LECTURE SERIES; Dr. Curt Sachs Will Speak on 'Music, Dance and Life'",,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9A00EFDF1538E13BBC4F53DFB766838B649EDE,140
SAYS LOSS MAY BE OFFSET; P.V. Shields Reports for Curtiss-Wright Corporation,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9A0DE6DE1538E13BBC4F53DFB766838B649EDE,101
NATIONALIZATION BARRED BY CUBA; President Prio Also Rejects Special Privileges--Plans Modernization Projects,"President Carlos Prio Socarras of Cuba declared yesterday in a year-end statement that he was ""determined that the Cuban Government shall not enter into ownership of any industries or businesses, nor shall Government influence be accorded any industry, business or plantation to the exclusion of others.""",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9F0DE6DE1538E13BBC4F53DFB766838B649EDE,233
ROCCO J. PELLETTIERI,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=940DEFDF1538E13BBC4F53DFB766838B649EDE,121
AT THE THEATRE; Burgess Meredith Appears in a Musical Fantasy Entitled 'Happy as Larry' at the Coronet,"Since Burgess Meredith has been enthralled for a long time with ""Happy as Larry,"" there must be something genuine in it somewhere. But on the basis of the performance at the Coronet last evening, it is impossible to share his taste.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9A03E7DE1538E13BBC4F53DFB766838B649EDE,522
SHIPPING MEASURE OFFERED IN SENATE; Early Action Is Indicated on Bill Generally Similar to Proposal in the House Early Action Indicated Other Measures in Bill,"Long-range merchant marine legislation similar to that pending in the House of Representatives was introduced in the Senate this week, it became known yesterday.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9C04E7DE1538E13BBC4F53DFB766838B649EDE,453
JOHN W. O'CONNOR,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9C0CEFDF1538E13BBC4F53DFB766838B649EDE,73
LORD TEDDER'S SON KILLED; Plane Fatality Is Third in Family of Wartime R.A.F. Leader,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9C06EEDF1538E13BBC4F53DFB766838B649EDE,172
He Urges 'More Equitable' Tax System and New Methods to Provide Equity Capital; Concern for Small Business Council for Tax Adjustments,"WASHINGTON, Jan, 6--President Truman sounded a firm note of encouragement for small business men in his Economic Message today when he stressed that he would recommend to Congress changes in the tax structure to ...",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9F00E0DF1538E13BBC4F53DFB766838B649EDE,814
"ECONOMIC ADVISERS AID BRANNAN PLAN; Council Contends Portions of Program Are Needed for $300,000,000,000 Aim Method Not Specified","WASHINGTON, Jan. 6--The President's Council of Economic Advisers contended today that adoption of some Brannan farm program principles was essential in attaining Mr. Truman's goal of a $300,000,000,000 national economy in five years.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9900E0DF1538E13BBC4F53DFB766838B649EDE,487
"Shipping News and Notes; Fog Cancels Formal Appearance in Hudson of the Essayons, Army's New Giant Dredge Two Seamen in Court Marine Society to Meet Library Association Elects Chilean Line Agent Named","The formal appearance in local waters of the giant dredge Essayons, which was to have been celebrated with a short trip up the Hudson River and heralded by the spouts of two city fire boats and ...",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9905E7DE1538E13BBC4F53DFB766838B649EDE,561
GUARD COUNCIL MEETS; Maps Action on 62 Resolutions Passed by Conference,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9C01E6DE1538E13BBC4F53DFB766838B649EDE,119
"Radio and Television; New Amateur Series, Featuring Performers From 5 Boroughs, Scheduled by WNBT","A new series of amateur talent telecasts, featuring performers from the boroughs of New York, will have its premiere over WNBT on Wednesday, Feb. 15, from 10:30 to 11 P.M. The program has been ...",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9C0DEEDF1538E13BBC4F53DFB766838B649EDE,539
BUSINESS WORLD; Retail Sales Off in Week,Retail sales dropped here this week in comparison with the corresponding week last year partly because last Monday was a holiday. Department store sales were estimated to be off more than 20 per cent from dollar volume established during the corresponding six-day shopping week last year. Sales last week were 5 per cent below last year.,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9900E6DE1538E13BBC4F53DFB766838B649EDE,574
SKI JUMP ON TOMORROW; Salisbury to Hold Test Even if Snow Forecast Is Wrong,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9A07E6DE1538E13BBC4F53DFB766838B649EDE,145
TRAINING IN LABRADOR IS SET FOR BOMBERS,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9B05E7DE1538E13BBC4F53DFB766838B649EDE,160
Advertising News; 1949 Linage Here Up 2.36% Accounts Personnel Notes,"Total advertising volume for the eight major New York daily newspapers published last year was 153,556,093 lines, a gain of 2.36 per cent over that of 1948, an analysis of Media Records showed yesterday.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E03E6DE1538E13BBC4F53DFB766838B649EDE,605
COMINFORM HITS NOSAKA; Journal Assails Japanese Red Leader for 'Bourgeois Attitude',,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E02E0DF1538E13BBC4F53DFB766838B649EDE,125
The Cast,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9F0DE7DE1538E13BBC4F53DFB766838B649EDE,186
AIRLINE GLOSSARY ISSUED; International Transport Group Defines 114 Common Terms,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E0DEEDF1538E13BBC4F53DFB766838B649EDE,127
10% RISE BACKED ON RAIL EXPRESS; I.C.C. Examiners Find That Even With Increase Rate Will Not Meet Cost,"WASHINGTON, Jan. 6--Two Interstate Commerce Commission examiners recommended today to that body that it approve an increase of 10 per cent in the first and second-class rates of the Railway Express Agency.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9807E5DE1538E13BBC4F53DFB766838B649EDE,233
RUSSIA MARKS CHRISTMAS; Orthodox Believers Defy Cold to Attend Church Rites,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E0CE0DF1538E13BBC4F53DFB766838B649EDE,125
"A.F. RIZZO, 'MAYOR OF MULBERRY ST.'; Neighborhood Benefactor, 63, 'Elected' in 1928, Is Dead-- Undertaker for 35 Years","Angelo Frank Rizzo, an undertaker who was the ""Mayor of Mulberry Street,"" died Thursday in Columbus Hospital after a brief illness at the age of 63. For the last thirty-five years, he had resided and maintained his business at 178 Mulberry Street.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E0CEFDF1538E13BBC4F53DFB766838B649EDE,275
"A FOREST OF ICE IN MEMPHIS, TENN.",,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9D06E7DE1538E13BBC4F53DFB766838B649EDE,34
"FLASH FIRE IN STORE KILLS MAN, INJURES 2",,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9506E6DE1538E13BBC4F53DFB766838B649EDE,209
TRUMAN AND AIDES ASK CUTS IN PRICES; Steel Is Mentioned Specifically In a Call for Production to Hold Up Sales Volume PAY ISSUES ARE SHELVED President Says He Wants No Part of Adjustments Now in Management-Labor Hands Would Share Production Gains Some Price Cuts 'Feasible',"WASHINGTON, Jan. 6--President Truman and his economic advisers suggested price cuts today in a few basic areas. Steel was mentioned by name, automobiles and building materials by implication.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9501E0DF1538E13BBC4F53DFB766838B649EDE,774
Peruvian Parties Pick Odria,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9F0CE0DF1538E13BBC4F53DFB766838B649EDE,40
Cherbourg Men to Unload Arms,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9502E0DF1538E13BBC4F53DFB766838B649EDE,55
COMMODITIES HERE IN WIDE DECLINE; Price Fall Cancels Gains of Thursday--Tin Down 2  to 5 Points--Sugar Is Higher,"Rubber futures met mild selling pressure in trading on the Commodity Exchange, with price declines of 10 to 14 points wiping out Thursday's gains. The near-by March delivery, which had touched 18.50 cents a pound on Thursday, receded to 18.36 cents.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9B06E5DE1538E13BBC4F53DFB766838B649EDE,1035
THE ECONOMIC REPORT,"A question that many persons will be inclined to ask who have the patience and fortitude to carry them through the 7,000-word economic report by the President is, Why is this document necessary? What economic statistics it contains have already been made public by the Secretary of Commerce ...",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9A03EFDF1538E13BBC4F53DFB766838B649EDE,717
"MOVING MEN IN PAY TALKS; Employer Fears Strike Threat, Union Notes Pact Goes to '51",,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9B01E6DE1538E13BBC4F53DFB766838B649EDE,137
Louise Edwards Will Be Bride,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9801E7DE1538E13BBC4F53DFB766838B649EDE,75
"Red Invasion Beaten Off At Hainan, Reports Say",,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9C02E0DF1538E13BBC4F53DFB766838B649EDE,127
MARGARINE IS HELD NEAR TO 'MONOPOLY'; Aiken Fears Price Rise if Tax Is Voided--He Suggests the Industry Ask Excise End Excise Tax Repeal Suggested Demands Honest Advertising,"WASHINGTON, Jan. 6--Senator George D. Aiken, Republican, of Vermont, charged today that the country's relatively few oleomar garine manufacturers, whom he ...",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9D03EFDF1538E13BBC4F53DFB766838B649EDE,504
"BELGRADE FREEING INDUSTRY, SCHOOLS; Tito Is Decentralizing Control of Plants and Liberalizing Educational System Freer Plants Work Better More Freedom of Thought","BELGRADE, Yugoslavia, Jan. 6 --The decentralization of Yugoslav industry and the reorganization of the educational system are considered by observers to be the most significant current developments in the ideological struggle between independent communism as symbolized by Marshal Tito and Soviet communism as represented by Premier Joseph Stalin.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=950CE0DF1538E13BBC4F53DFB766838B649EDE,646
MIDWEST TALKS FAIL IN BELL PACT DISPUTE,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9907EFDF1538E13BBC4F53DFB766838B649EDE,184
CHILDREN TO JOIN PARENTS; Belgrade Confirms Aim to Let Greeks Go to Australia,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9B0CE0DF1538E13BBC4F53DFB766838B649EDE,105
"Ottawa Gold, Dollar Fund Up",,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9D03E0DF1538E13BBC4F53DFB766838B649EDE,76
New Hope,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9F06EFDF1538E13BBC4F53DFB766838B649EDE,115
"BONDS AND SHARES ON LONDON MARKET; Election Uncertainty Retards Trading, as Prices Drift Generally Lower","LONDON, Jan. 6--With election uncertainty still restricting business, prices on the stock markets drifted aimlessly lower here today. Scattered selling, with virtually no buying to offset it, was reflected in a further decline in British funds.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9B05E5DE1538E13BBC4F53DFB766838B649EDE,451
Cleared Man Quits Politics,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9D04E7DE1538E13BBC4F53DFB766838B649EDE,77
RIO PACT INVOKED IN CARIBBEAN RIFTS; Council of American States to Call Foreign Ministers and Name Fact-Finding Body Former Dominican Aide in Charges,"WASHINGTON, Jan. 6--The Council, of the organization of American States decided today to apply the Rio de Janeiro Treaty of Reciprocal Assistance to the persistent hostilities among its Caribbean members.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9A0DE0DF1538E13BBC4F53DFB766838B649EDE,608
GAS LINES GET RULING; Power Commission Will Not Omit Intermediate Procedure,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=990CE6DE1538E13BBC4F53DFB766838B649EDE,120
FRANCE TO GET SEED CORN; Shipment of U.S. Hybrid Stock Authorized by E.C.A.,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9904EFDF1538E13BBC4F53DFB766838B649EDE,167
WOODRUFF NAMED COACH BY FLORIDA; Football Head Leaves Baylor to Become Gators' Mentor and Athletic Director,"TALLAHASSEE, Fla., Jan. 6(AP) --The State Board of Control tonight named Bob Woodruff, 34year-old Baylor University head coach, as head coach and athletic director at the University of ...",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=980CE7DE1538E13BBC4F53DFB766838B649EDE,216
Remington Offers Pension Rise,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9906EFDF1538E13BBC4F53DFB766838B649EDE,74
NEW TOURIST AIR SERVICE; Pan American Cuts Fares From New Orleans to South America,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=940CEEDF1538E13BBC4F53DFB766838B649EDE,152
SHIP CRASH 'UNAVOIDABLE'; Delaware Pilot Informs Inquiry Fog Caused Fatal Mishap,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9B0CEEDF1538E13BBC4F53DFB766838B649EDE,128
OSMANSKI RESIGNS POST AT HOLY CROSS; Football Coach Quits After 2 Losing Years--No Hint as to His Successor,"WORCESTER, Mass., Jan. 6(AP) --Dr. William T. Osmanski, head football coach at Holy Cross the last two seasons, resigned tonight following a three-day conference in Chicago with the Very Rev. John A. O'Brien, S.J., president of Holy Cross.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9D0CE7DE1538E13BBC4F53DFB766838B649EDE,297
APARTMENT HOUSE CONVEYED IN BRONX; West 183d St. Parcel Taken by Sam Stock--Houses in Other Borough Trading,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9500E5DE1538E13BBC4F53DFB766838B649EDE,185
"DR. BEISSER BEATS BEHRENS, BY 6-2, 6-3; Trabert Downs Balbiers in 2d Dixie Tennis Upset--Mulloy, Grant Gain Semi-Finals",,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E07E6DE1538E13BBC4F53DFB766838B649EDE,187
Lie Bars Talk on a Successor,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9803E0DF1538E13BBC4F53DFB766838B649EDE,66
Article 2 -- No Title; Cole--Farrand,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9F06E7DE1538E13BBC4F53DFB766838B649EDE,1
"PROF. W. HOVGAARD, NAVAL ARCHITECT; Professor Emeritus at M.I.T. Who Advanced U.S. Warship Design Is Dead at 92 Retired From M.I.T. at 76 Studied at British College Received British Medal CHRISTOPHER J. LEE","SUMMIT, N.J., Jan. 6--Professor William Hovgaard of Countryside, a naval architect credited with making many contributions to warship design and construction that added to the efficiency of the Navy in the recent war, died yesterday in Aurora Hospital, Morristown, after a long illness. His age was 92.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9C0DEFDF1538E13BBC4F53DFB766838B649EDE,783
Appointed by Studebaker As N.Y. District Manager,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9902E6DE1538E13BBC4F53DFB766838B649EDE,50
FOR THE U.N.,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9403EFDF1538E13BBC4F53DFB766838B649EDE,139
FIGHT HIGH POWERED WINE; Michigan Grapegrowers Ask Stay on California Types,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E02E6DE1538E13BBC4F53DFB766838B649EDE,217
HARRY J. RIES,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=950DEFDF1538E13BBC4F53DFB766838B649EDE,106
FUNERAL FLOWERS TURNED INTO FUND; Probation Staff's Affection for Dead Worker Provides Aid for Friendless Girls,"A unique memorial fund, to be known as the Dorothy Denlinger Service and Scholarship Fund in honor of a probation officer and to be used for vocational training of wayward women; was announced yesterday by William R. Bayes, president of the Barrett House of the Florence Crittenton League at 307-309 East Twelfth Street.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9800EFDF1538E13BBC4F53DFB766838B649EDE,398
B-50 CRASHES WITH 1 9 PICKED UP IN BAY,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9F0DEEDF1538E13BBC4F53DFB766838B649EDE,146
ROCKET STEPS BY RUSSIA; Mounting of Missile on Carrier Reported by German Paper,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9802E0DF1538E13BBC4F53DFB766838B649EDE,107
DR. JOSEPH A. SEIFERT,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9402EFDF1538E13BBC4F53DFB766838B649EDE,53
PROGRAMS ON THE AIR; TELEVISION-FM,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9E0CEEDF1538E13BBC4F53DFB766838B649EDE,2291
LIQUOR BILL IS CLEARED; Senate Group Acts on Taxing and Warehousing Measure,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9B03E6DE1538E13BBC4F53DFB766838B649EDE,120
BIG GAINS REPORTED BY 3 DETROIT BANKS,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=950DE6DE1538E13BBC4F53DFB766838B649EDE,131
Pep Opens Title Bout Drills,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9805E6DE1538E13BBC4F53DFB766838B649EDE,47
NOMINATED FOR N.A.S.D.; John J. Sullivan for Chairman of Board--Others Named,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9806E5DE1538E13BBC4F53DFB766838B649EDE,121
Soviet Moves Watched in Paris,"PARIS, Jan. 2--The efforts of the Soviet Union to promote and exploit the nationalist feeling of several million Kurds in Turkey, Iraq and Iran is being watched with increasing anxiety by nonCommunist Kurdish leaders and informed observers in Paris.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9D0CE0DF1538E13BBC4F53DFB766838B649EDE,335
"NAMED TO ADVISE DUTCH; Kaufmann, Gimbel's, Philadelphia, Due Abroad Tomorrow",,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9401E6DE1538E13BBC4F53DFB766838B649EDE,122
NATALIE ROGERS ENGAGED; DePauw Alumna Will Be Bride of Lawrence H. Fuchs,,1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9806E7DE1538E13BBC4F53DFB766838B649EDE,121
BUSINESS NOTES,"M.W. Pollack has been appointed manager of the new northeastern division of the United States Plywood Corporation, with headquarters in New York City.",1950-01-07,http://query.nytimes.com/gst/abstract.html?res=9800E6DE1538E13BBC4F53DFB766838B649EDE,373
